count,method,n_real,pred_class,seed,true_class
0,random_open_loop,50,base_imbalance,1,normal_machining
45,random_open_loop,50,normal_machining,1,lead_screw_anomaly
54,random_open_loop,50,lead_screw_anomaly,1,lead_screw_anomaly
20,random_open_loop,50,base_imbalance,1,lead_screw_anomaly
0,random_open_loop,50,normal_machining,1,base_imbalance
20,random_open_loop,50,lead_screw_anomaly,1,base_imbalance
47,random_open_loop,50,base_imbalance,1,base_imbalance
12,real_only,50,normal_machining,2,normal_machining
57,real_only,50,lead_screw_anomaly,2,normal_machining
2,real_only,50,base_imbalance,2,normal_machining
59,real_only,50,normal_machining,2,lead_screw_anomaly
39,real_only,50,lead_screw_anomaly,2,lead_screw_anomaly
21,real_only,50,base_imbalance,2,lead_screw_anomaly
0,real_only,50,normal_machining,2,base_imbalance
31,real_only,50,lead_screw_anomaly,2,base_imbalance
36,real_only,50,base_imbalance,2,base_imbalance
13,noise_aug,50,normal_machining,2,normal_machining
49,noise_aug,50,lead_screw_anomaly,2,normal_machining
9,noise_aug,50,base_imbalance,2,normal_machining
39,noise_aug,50,normal_machining,2,lead_screw_anomaly
26,noise_aug,50,lead_screw_anomaly,2,lead_screw_anomaly
54,noise_aug,50,base_imbalance,2,lead_screw_anomaly
0,noise_aug,50,normal_machining,2,base_imbalance
33,noise_aug,50,lead_screw_anomaly,2,base_imbalance
34,noise_aug,50,base_imbalance,2,base_imbalance
9,llm_closed_loop,50,normal_machining,2,normal_machining
61,llm_closed_loop,50,lead_screw_anomaly,2,normal_machining
1,llm_closed_loop,50,base_imbalance,2,normal_machining
34,llm_closed_loop,50,normal_machining,2,lead_screw_anomaly
64,llm_closed_loop,50,lead_screw_anomaly,2,lead_screw_anomaly
21,llm_closed_loop,50,base_imbalance,2,lead_screw_anomaly
0,llm_closed_loop,50,normal_machining,2,base_imbalance
41,llm_closed_loop,50,lead_screw_anomaly,2,base_imbalance
26,llm_closed_loop,50,base_imbalance,2,base_imbalance
12,rule_verified,50,normal_machining,2,normal_machining
47,rule_verified,50,lead_screw_anomaly,2,normal_machining
12,rule_verified,50,base_imbalance,2,normal_machining
23,rule_verified,50,normal_machining,2,lead_screw_anomaly
40,rule_verified,50,lead_screw_anomaly,2,lead_screw_anomaly
56,rule_verified,50,base_imbalance,2,lead_screw_anomaly
0,rule_verified,50,normal_machining,2,base_imbalance
37,rule_verified,50,lead_screw_anomaly,2,base_imbalance
30,rule_verified,50,base_imbalance,2,base_imbalance
15,random_open_loop,50,normal_machining,2,normal_machining
54,random_open_loop,50,lead_screw_anomaly,2,normal_machining
2,random_open_loop,50,base_imbalance,2,normal_machining
40,random_open_loop,50,normal_machining,2,lead_screw_anomaly
34,random_open_loop,50,lead_screw_anomaly,2,lead_screw_anomaly
45,random_open_loop,50,base_imbalance,2,lead_screw_anomaly
0,random_open_loop,50,normal_machining,2,base_imbalance
25,random_open_loop,50,lead_screw_anomaly,2,base_imbalance
42,random_open_loop,50,base_imbalance,2,base_imbalance
10,real_only,50,normal_machining,3,normal_machining
61,real_only,50,lead_screw_anomaly,3,normal_machining
0,real_only,50,base_imbalance,3,normal_machining
67,real_only,50,normal_machining,3,lead_screw_anomaly
47,real_only,50,lead_screw_anomaly,3,lead_screw_anomaly
5,real_only,50,base_imbalance,3,lead_screw_anomaly
2,real_only,50,normal_machining,3,base_imbalance
32,real_only,50,lead_screw_anomaly,3,base_imbalance
33,real_only,50,base_imbalance,3,base_imbalance
8,noise_aug,50,normal_machining,3,normal_machining
63,noise_aug,50,lead_screw_anomaly,3,normal_machining
0,noise_aug,50,base_imbalance,3,normal_machining
49,noise_aug,50,normal_machining,3,lead_screw_anomaly
61,noise_aug,50,lead_screw_anomaly,3,lead_screw_anomaly
9,noise_aug,50,base_imbalance,3,lead_screw_anomaly
1,noise_aug,50,normal_machining,3,base_imbalance
34,noise_aug,50,lead_screw_anomaly,3,base_imbalance
32,noise_aug,50,base_imbalance,3,base_imbalance
12,llm_closed_loop,50,normal_machining,3,normal_machining
49,llm_closed_loop,50,lead_screw_anomaly,3,normal_machining
10,llm_closed_loop,50,base_imbalance,3,normal_machining
52,llm_closed_loop,50,normal_machining,3,lead_screw_anomaly
24,llm_closed_loop,50,lead_screw_anomaly,3,lead_screw_anomaly
43,llm_closed_loop,50,base_imbalance,3,lead_screw_anomaly
0,llm_closed_loop,50,normal_machining,3,base_imbalance
25,llm_closed_loop,50,lead_screw_anomaly,3,base_imbalance
42,llm_closed_loop,50,base_imbalance,3,base_imbalance
9,rule_verified,50,normal_machining,3,normal_machining
57,rule_verified,50,lead_screw_anomaly,3,normal_machining
5,rule_verified,50,base_imbalance,3,normal_machining
39,rule_verified,50,normal_machining,3,lead_screw_anomaly
45,rule_verified,50,lead_screw_anomaly,3,lead_screw_anomaly
35,rule_verified,50,base_imbalance,3,lead_screw_anomaly
1,rule_verified,50,normal_machining,3,base_imbalance
32,rule_verified,50,lead_screw_anomaly,3,base_imbalance
34,rule_verified,50,base_imbalance,3,base_imbalance
9,random_open_loop,50,normal_machining,3,normal_machining
61,random_open_loop,50,lead_screw_anomaly,3,normal_machining
1,random_open_loop,50,base_imbalance,3,normal_machining
45,random_open_loop,50,normal_machining,3,lead_screw_anomaly
47,random_open_loop,50,lead_screw_anomaly,3,lead_screw_anomaly
27,random_open_loop,50,base_imbalance,3,lead_screw_anomaly
1,random_open_loop,50,normal_machining,3,base_imbalance
20,random_open_loop,50,lead_screw_anomaly,3,base_imbalance
46,random_open_loop,50,base_imbalance,3,base_imbalance
10,real_only,50,normal_machining,4,normal_machining
59,real_only,50,lead_screw_anomaly,4,normal_machining
2,real_only,50,base_imbalance,4,normal_machining
49,real_only,50,normal_machining,4,lead_screw_anomaly
57,real_only,50,lead_screw_anomaly,4,lead_screw_anomaly
13,real_only,50,base_imbalance,4,lead_screw_anomaly
0,real_only,50,normal_machining,4,base_imbalance
32,real_only,50,lead_screw_anomaly,4,base_imbalance
35,real_only,50,base_imbalance,4,base_imbalance
6,noise_aug,50,normal_machining,4,normal_machining
60,noise_aug,50,lead_screw_anomaly,4,normal_machining
5,noise_aug,50,base_imbalance,4,normal_machining
30,noise_aug,50,normal_machining,4,lead_screw_anomaly
41,noise_aug,50,lead_screw_anomaly,4,lead_screw_anomaly
48,noise_aug,50,base_imbalance,4,lead_screw_anomaly
0,noise_aug,50,normal_machining,4,base_imbalance
33,noise_aug,50,lead_screw_anomaly,4,base_imbalance
34,noise_aug,50,base_imbalance,4,base_imbalance
12,llm_closed_loop,50,normal_machining,4,normal_machining
57,llm_closed_loop,50,lead_screw_anomaly,4,normal_machining
2,llm_closed_loop,50,base_imbalance,4,normal_machining
64,llm_closed_loop,50,normal_machining,4,lead_screw_anomaly
26,llm_closed_loop,50,lead_screw_anomaly,4,lead_screw_anomaly
29,llm_closed_loop,50,base_imbalance,4,lead_screw_anomaly
0,llm_closed_loop,50,normal_machining,4,base_imbalance
18,llm_closed_loop,50,lead_screw_anomaly,4,base_imbalance
49,llm_closed_loop,50,base_imbalance,4,base_imbalance
12,rule_verified,50,normal_machining,4,normal_machining
59,rule_verified,50,lead_screw_anomaly,4,normal_machining
0,rule_verified,50,base_imbalance,4,normal_machining
33,rule_verified,50,normal_machining,4,lead_screw_anomaly
32,rule_verified,50,lead_screw_anomaly,4,lead_screw_anomaly
54,rule_verified,50,base_imbalance,4,lead_screw_anomaly
0,rule_verified,50,normal_machining,4,base_imbalance
25,rule_verified,50,lead_screw_anomaly,4,base_imbalance
42,rule_verified,50,base_imbalance,4,base_imbalance
10,random_open_loop,50,normal_machining,4,normal_machining
60,random_open_loop,50,lead_screw_anomaly,4,normal_machining
1,random_open_loop,50,base_imbalance,4,normal_machining
58,random_open_loop,50,normal_machining,4,lead_screw_anomaly
38,random_open_loop,50,lead_screw_anomaly,4,lead_screw_anomaly
23,random_open_loop,50,base_imbalance,4,lead_screw_anomaly
0,random_open_loop,50,normal_machining,4,base_imbalance
31,random_open_loop,50,lead_screw_anomaly,4,base_imbalance
36,random_open_loop,50,base_imbalance,4,base_imbalance
8,real_only,50,normal_machining,5,normal_machining
63,real_only,50,lead_screw_anomaly,5,normal_machining
0,real_only,50,base_imbalance,5,normal_machining
40,real_only,50,normal_machining,5,lead_screw_anomaly
57,real_only,50,lead_screw_anomaly,5,lead_screw_anomaly
22,real_only,50,base_imbalance,5,lead_screw_anomaly
1,real_only,50,normal_machining,5,base_imbalance
37,real_only,50,lead_screw_anomaly,5,base_imbalance
29,real_only,50,base_imbalance,5,base_imbalance
7,noise_aug,50,normal_machining,5,normal_machining
63,noise_aug,50,lead_screw_anomaly,5,normal_machining
1,noise_aug,50,base_imbalance,5,normal_machining
52,noise_aug,50,normal_machining,5,lead_screw_anomaly
53,noise_aug,50,lead_screw_anomaly,5,lead_screw_anomaly
14,noise_aug,50,base_imbalance,5,lead_screw_anomaly
1,noise_aug,50,normal_machining,5,base_imbalance
29,noise_aug,50,lead_screw_anomaly,5,base_imbalance
37,noise_aug,50,base_imbalance,5,base_imbalance
6,llm_closed_loop,50,normal_machining,5,normal_machining
61,llm_closed_loop,50,lead_screw_anomaly,5,normal_machining
4,llm_closed_loop,50,base_imbalance,5,normal_machining
23,llm_closed_loop,50,normal_machining,5,lead_screw_anomaly
49,llm_closed_loop,50,lead_screw_anomaly,5,lead_screw_anomaly
47,llm_closed_loop,50,base_imbalance,5,lead_screw_anomaly
0,llm_closed_loop,50,normal_machining,5,base_imbalance
34,llm_closed_loop,50,lead_screw_anomaly,5,base_imbalance
33,llm_closed_loop,50,base_imbalance,5,base_imbalance
7,rule_verified,50,normal_machining,5,normal_machining
64,rule_verified,50,lead_screw_anomaly,5,normal_machining
0,rule_verified,50,base_imbalance,5,normal_machining
45,rule_verified,50,normal_machining,5,lead_screw_anomaly
52,rule_verified,50,lead_screw_anomaly,5,lead_screw_anomaly
22,rule_verified,50,base_imbalance,5,lead_screw_anomaly
1,rule_verified,50,normal_machining,5,base_imbalance
34,rule_verified,50,lead_screw_anomaly,5,base_imbalance
32,rule_verified,50,base_imbalance,5,base_imbalance
7,random_open_loop,50,normal_machining,5,normal_machining
64,random_open_loop,50,lead_screw_anomaly,5,normal_machining
0,random_open_loop,50,base_imbalance,5,normal_machining
41,random_open_loop,50,normal_machining,5,lead_screw_anomaly
50,random_open_loop,50,lead_screw_anomaly,5,lead_screw_anomaly
28,random_open_loop,50,base_imbalance,5,lead_screw_anomaly
1,random_open_loop,50,normal_machining,5,base_imbalance
30,random_open_loop,50,lead_screw_anomaly,5,base_imbalance
36,random_open_loop,50,base_imbalance,5,base_imbalance
12,real_only,50,normal_machining,6,normal_machining
56,real_only,50,lead_screw_anomaly,6,normal_machining
3,real_only,50,base_imbalance,6,normal_machining
66,real_only,50,normal_machining,6,lead_screw_anomaly
35,real_only,50,lead_screw_anomaly,6,lead_screw_anomaly
18,real_only,50,base_imbalance,6,lead_screw_anomaly
3,real_only,50,normal_machining,6,base_imbalance
32,real_only,50,lead_screw_anomaly,6,base_imbalance
32,real_only,50,base_imbalance,6,base_imbalance
10,noise_aug,50,normal_machining,6,normal_machining
58,noise_aug,50,lead_screw_anomaly,6,normal_machining
3,noise_aug,50,base_imbalance,6,normal_machining
44,noise_aug,50,normal_machining,6,lead_screw_anomaly
48,noise_aug,50,lead_screw_anomaly,6,lead_screw_anomaly
27,noise_aug,50,base_imbalance,6,lead_screw_anomaly
0,noise_aug,50,normal_machining,6,base_imbalance
32,noise_aug,50,lead_screw_anomaly,6,base_imbalance
35,noise_aug,50,base_imbalance,6,base_imbalance
14,llm_closed_loop,50,normal_machining,6,normal_machining
57,llm_closed_loop,50,lead_screw_anomaly,6,normal_machining
0,llm_closed_loop,50,base_imbalance,6,normal_machining
72,llm_closed_loop,50,normal_machining,6,lead_screw_anomaly
37,llm_closed_loop,50,lead_screw_anomaly,6,lead_screw_anomaly
10,llm_closed_loop,50,base_imbalance,6,lead_screw_anomaly
2,llm_closed_loop,50,normal_machining,6,base_imbalance
29,llm_closed_loop,50,lead_screw_anomaly,6,base_imbalance
36,llm_closed_loop,50,base_imbalance,6,base_imbalance
13,rule_verified,50,normal_machining,6,normal_machining
58,rule_verified,50,lead_screw_anomaly,6,normal_machining
0,rule_verified,50,base_imbalance,6,normal_machining
62,rule_verified,50,normal_machining,6,lead_screw_anomaly
27,rule_verified,50,lead_screw_anomaly,6,lead_screw_anomaly
30,rule_verified,50,base_imbalance,6,lead_screw_anomaly
1,rule_verified,50,normal_machining,6,base_imbalance
21,rule_verified,50,lead_screw_anomaly,6,base_imbalance
45,rule_verified,50,base_imbalance,6,base_imbalance
7,random_open_loop,50,normal_machining,6,normal_machining
64,random_open_loop,50,lead_screw_anomaly,6,normal_machining
0,random_open_loop,50,base_imbalance,6,normal_machining
27,random_open_loop,50,normal_machining,6,lead_screw_anomaly
58,random_open_loop,50,lead_screw_anomaly,6,lead_screw_anomaly
34,random_open_loop,50,base_imbalance,6,lead_screw_anomaly
1,random_open_loop,50,normal_machining,6,base_imbalance
36,random_open_loop,50,lead_screw_anomaly,6,base_imbalance
30,random_open_loop,50,base_imbalance,6,base_imbalance
8,real_only,50,normal_machining,7,normal_machining
60,real_only,50,lead_screw_anomaly,7,normal_machining
3,real_only,50,base_imbalance,7,normal_machining
34,real_only,50,normal_machining,7,lead_screw_anomaly
36,real_only,50,lead_screw_anomaly,7,lead_screw_anomaly
49,real_only,50,base_imbalance,7,lead_screw_anomaly
0,real_only,50,normal_machining,7,base_imbalance
38,real_only,50,lead_screw_anomaly,7,base_imbalance
29,real_only,50,base_imbalance,7,base_imbalance
11,noise_aug,50,normal_machining,7,normal_machining
57,noise_aug,50,lead_screw_anomaly,7,normal_machining
3,noise_aug,50,base_imbalance,7,normal_machining
56,noise_aug,50,normal_machining,7,lead_screw_anomaly
21,noise_aug,50,lead_screw_anomaly,7,lead_screw_anomaly
42,noise_aug,50,base_imbalance,7,lead_screw_anomaly
0,noise_aug,50,normal_machining,7,base_imbalance
39,noise_aug,50,lead_screw_anomaly,7,base_imbalance
28,noise_aug,50,base_imbalance,7,base_imbalance
9,llm_closed_loop,50,normal_machining,7,normal_machining
59,llm_closed_loop,50,lead_screw_anomaly,7,normal_machining
3,llm_closed_loop,50,base_imbalance,7,normal_machining
72,llm_closed_loop,50,normal_machining,7,lead_screw_anomaly
33,llm_closed_loop,50,lead_screw_anomaly,7,lead_screw_anomaly
14,llm_closed_loop,50,base_imbalance,7,lead_screw_anomaly
0,llm_closed_loop,50,normal_machining,7,base_imbalance
45,llm_closed_loop,50,lead_screw_anomaly,7,base_imbalance
22,llm_closed_loop,50,base_imbalance,7,base_imbalance
10,rule_verified,50,normal_machining,7,normal_machining
60,rule_verified,50,lead_screw_anomaly,7,normal_machining
1,rule_verified,50,base_imbalance,7,normal_machining
32,rule_verified,50,normal_machining,7,lead_screw_anomaly
31,rule_verified,50,lead_screw_anomaly,7,lead_screw_anomaly
56,rule_verified,50,base_imbalance,7,lead_screw_anomaly
0,rule_verified,50,normal_machining,7,base_imbalance
29,rule_verified,50,lead_screw_anomaly,7,base_imbalance
38,rule_verified,50,base_imbalance,7,base_imbalance
10,random_open_loop,50,normal_machining,7,normal_machining
57,random_open_loop,50,lead_screw_anomaly,7,normal_machining
4,random_open_loop,50,base_imbalance,7,normal_machining
29,random_open_loop,50,normal_machining,7,lead_screw_anomaly
48,random_open_loop,50,lead_screw_anomaly,7,lead_screw_anomaly
42,random_open_loop,50,base_imbalance,7,lead_screw_anomaly
0,random_open_loop,50,normal_machining,7,base_imbalance
30,random_open_loop,50,lead_screw_anomaly,7,base_imbalance
37,random_open_loop,50,base_imbalance,7,base_imbalance
7,real_only,50,normal_machining,8,normal_machining
64,real_only,50,lead_screw_anomaly,8,normal_machining
0,real_only,50,base_imbalance,8,normal_machining
49,real_only,50,normal_machining,8,lead_screw_anomaly
48,real_only,50,lead_screw_anomaly,8,lead_screw_anomaly
22,real_only,50,base_imbalance,8,lead_screw_anomaly
0,real_only,50,normal_machining,8,base_imbalance
21,real_only,50,lead_screw_anomaly,8,base_imbalance
46,real_only,50,base_imbalance,8,base_imbalance
8,noise_aug,50,normal_machining,8,normal_machining
62,noise_aug,50,lead_screw_anomaly,8,normal_machining
1,noise_aug,50,base_imbalance,8,normal_machining
33,noise_aug,50,normal_machining,8,lead_screw_anomaly
49,noise_aug,50,lead_screw_anomaly,8,lead_screw_anomaly
37,noise_aug,50,base_imbalance,8,lead_screw_anomaly
0,noise_aug,50,normal_machining,8,base_imbalance
23,noise_aug,50,lead_screw_anomaly,8,base_imbalance
44,noise_aug,50,base_imbalance,8,base_imbalance
18,llm_closed_loop,50,normal_machining,8,normal_machining
53,llm_closed_loop,50,lead_screw_anomaly,8,normal_machining
0,llm_closed_loop,50,base_imbalance,8,normal_machining
58,llm_closed_loop,50,normal_machining,8,lead_screw_anomaly
31,llm_closed_loop,50,lead_screw_anomaly,8,lead_screw_anomaly
30,llm_closed_loop,50,base_imbalance,8,lead_screw_anomaly
2,llm_closed_loop,50,normal_machining,8,base_imbalance
18,llm_closed_loop,50,lead_screw_anomaly,8,base_imbalance
47,llm_closed_loop,50,base_imbalance,8,base_imbalance
8,rule_verified,50,normal_machining,8,normal_machining
62,rule_verified,50,lead_screw_anomaly,8,normal_machining
1,rule_verified,50,base_imbalance,8,normal_machining
40,rule_verified,50,normal_machining,8,lead_screw_anomaly
36,rule_verified,50,lead_screw_anomaly,8,lead_screw_anomaly
43,rule_verified,50,base_imbalance,8,lead_screw_anomaly
0,rule_verified,50,normal_machining,8,base_imbalance
22,rule_verified,50,lead_screw_anomaly,8,base_imbalance
45,rule_verified,50,base_imbalance,8,base_imbalance
11,random_open_loop,50,normal_machining,8,normal_machining
60,random_open_loop,50,lead_screw_anomaly,8,normal_machining
0,random_open_loop,50,base_imbalance,8,normal_machining
65,random_open_loop,50,normal_machining,8,lead_screw_anomaly
38,random_open_loop,50,lead_screw_anomaly,8,lead_screw_anomaly
16,random_open_loop,50,base_imbalance,8,lead_screw_anomaly
0,random_open_loop,50,normal_machining,8,base_imbalance
11,random_open_loop,50,lead_screw_anomaly,8,base_imbalance
56,random_open_loop,50,base_imbalance,8,base_imbalance
11,real_only,50,normal_machining,9,normal_machining
59,real_only,50,lead_screw_anomaly,9,normal_machining
1,real_only,50,base_imbalance,9,normal_machining
53,real_only,50,normal_machining,9,lead_screw_anomaly
49,real_only,50,lead_screw_anomaly,9,lead_screw_anomaly
17,real_only,50,base_imbalance,9,lead_screw_anomaly
0,real_only,50,normal_machining,9,base_imbalance
17,real_only,50,lead_screw_anomaly,9,base_imbalance
50,real_only,50,base_imbalance,9,base_imbalance
18,noise_aug,50,normal_machining,9,normal_machining
46,noise_aug,50,lead_screw_anomaly,9,normal_machining
7,noise_aug,50,base_imbalance,9,normal_machining
57,noise_aug,50,normal_machining,9,lead_screw_anomaly
21,noise_aug,50,lead_screw_anomaly,9,lead_screw_anomaly
41,noise_aug,50,base_imbalance,9,lead_screw_anomaly
0,noise_aug,50,normal_machining,9,base_imbalance
19,noise_aug,50,lead_screw_anomaly,9,base_imbalance
48,noise_aug,50,base_imbalance,9,base_imbalance
15,llm_closed_loop,50,normal_machining,9,normal_machining
53,llm_closed_loop,50,lead_screw_anomaly,9,normal_machining
3,llm_closed_loop,50,base_imbalance,9,normal_machining
36,llm_closed_loop,50,normal_machining,9,lead_screw_anomaly
27,llm_closed_loop,50,lead_screw_anomaly,9,lead_screw_anomaly
56,llm_closed_loop,50,base_imbalance,9,lead_screw_anomaly
0,llm_closed_loop,50,normal_machining,9,base_imbalance
20,llm_closed_loop,50,lead_screw_anomaly,9,base_imbalance
47,llm_closed_loop,50,base_imbalance,9,base_imbalance
8,rule_verified,50,normal_machining,9,normal_machining
63,rule_verified,50,lead_screw_anomaly,9,normal_machining
0,rule_verified,50,base_imbalance,9,normal_machining
36,rule_verified,50,normal_machining,9,lead_screw_anomaly
61,rule_verified,50,lead_screw_anomaly,9,lead_screw_anomaly
22,rule_verified,50,base_imbalance,9,lead_screw_anomaly
0,rule_verified,50,normal_machining,9,base_imbalance
25,rule_verified,50,lead_screw_anomaly,9,base_imbalance
42,rule_verified,50,base_imbalance,9,base_imbalance
14,random_open_loop,50,normal_machining,9,normal_machining
57,random_open_loop,50,lead_screw_anomaly,9,normal_machining
0,random_open_loop,50,base_imbalance,9,normal_machining
55,random_open_loop,50,normal_machining,9,lead_screw_anomaly
32,random_open_loop,50,lead_screw_anomaly,9,lead_screw_anomaly
32,random_open_loop,50,base_imbalance,9,lead_screw_anomaly
0,random_open_loop,50,normal_machining,9,base_imbalance
12,random_open_loop,50,lead_screw_anomaly,9,base_imbalance
55,random_open_loop,50,base_imbalance,9,base_imbalance
